country,year,sex,age_group,suicide_rates
Mauritania,2017,Female,All Ages,2.19
Philippines,2017,Both sexes,All Ages,2.21
Iraq,2017,Female,All Ages,2.24
Malaysia,2017,Female,All Ages,2.24
El Salvador,2017,Female,All Ages,2.25
Jamaica,2017,Both sexes,All Ages,2.25
Turkey,2017,Both sexes,All Ages,2.29
Jordan,2017,Male,All Ages,2.3
Costa Rica,2017,Female,All Ages,2.32
Bahrain,2017,Female,All Ages,2.36
Indonesia,2017,Both sexes,All Ages,2.41
Angola,2017,Female,All Ages,2.43
Algeria,2017,Both sexes,All Ages,2.46
Israel,2017,Female,All Ages,2.51
Gabon,2017,Female,All Ages,2.55
Iceland,2017,Female,All Ages,2.65
Bhutan,2017,Female,All Ages,2.69
Guatemala,2017,Female,All Ages,2.69
Nepal,2017,Female,All Ages,2.71
Kuwait,2017,Both sexes,All Ages,2.71
DRC,2017,Female,All Ages,2.73
Peru,2017,Both sexes,All Ages,2.74
Turkmenistan,2017,Female,All Ages,2.77
Sudan,2017,Female,All Ages,2.8
UAE,2017,Female,All Ages,2.8
Cambodia,2017,Female,All Ages,2.8
Papua New Guinea,2017,Both sexes,All Ages,2.83
Kenya,2017,Female,All Ages,2.83
Côte d’Ivoire,2017,Female,All Ages,2.88
Tonga,2017,Female,All Ages,2.88
Syria,2017,Male,All Ages,2.88
Albania,2017,Female,All Ages,2.94
Lebanon,2017,Both sexes,All Ages,2.96
Tajikistan,2017,Female,All Ages,2.96
Egypt,2017,Both sexes,All Ages,2.98
Brazil,2017,Female,All Ages,2.98
Armenia,2017,Both sexes,All Ages,2.99
Switzerland,2017,Male,All Ages,20.46
Sweden,2017,Male,All Ages,20.48
Ukraine,2017,Both sexes,All Ages,20.63
Uruguay,2017,Both sexes,All Ages,20.79
Kazakhstan,2017,Both sexes,All Ages,20.81
Slovenia,2017,Both sexes,All Ages,20.93
Zimbabwe,2017,Male,All Ages,21.01
Montenegro,2017,Both sexes,All Ages,21.11
Latvia,2017,Both sexes,All Ages,21.45
Slovakia,2017,Male,All Ages,21.57
Iceland,2017,Male,All Ages,21.67
France,2017,Male,All Ages,21.7
Mozambique,2017,Male,All Ages,21.81
Czechia,2017,Male,All Ages,22.41
Cuba,2017,Male,All Ages,22.92
Sri Lanka,2017,Male,All Ages,23.04
Belarus,2017,Both sexes,All Ages,23.27
Finland,2017,Male,All Ages,23.39
Central African Republic,2017,Male,All Ages,23.44
Cape Verde,2017,Male,All Ages,23.67
Poland,2017,Male,All Ages,23.81
Japan,2017,Male,All Ages,24.24
Croatia,2017,Male,All Ages,24.38
Austria,2017,Male,All Ages,24.45
Suriname,2017,Both sexes,All Ages,24.47
USA,2017,Male,All Ages,24.88
South Africa,2017,Both sexes,All Ages,25.22
South Korea,2017,Both sexes,All Ages,25.79
Belgium,2017,Male,All Ages,26.08
Moldova,2017,Male,All Ages,26.64
Micronesia,2017,Both sexes,All Ages,27.68
Hungary,2017,Male,All Ages,27.71
Solomon Islands,2017,Male,All Ages,27.8
Botswana,2017,Male,All Ages,28.09
Russia,2017,Both sexes,All Ages,28.19
Vanuatu,2017,Male,All Ages,28.48
Kiribati,2017,Both sexes,All Ages,29.56
Lithuania,2017,Both sexes,All Ages,29.67
Mali,2017,Female,All Ages,3
Myanmar,2017,Both sexes,All Ages,3
Thailand,2017,Female,All Ages,3
Gambia,2017,Female,All Ages,3.04
Iran,2017,Female,All Ages,3.04
Algeria,2017,Male,All Ages,3.05
Ethiopia,2017,Female,All Ages,3.07
Mauritania,2017,Both sexes,All Ages,3.08
Rwanda,2017,Female,All Ages,3.09
Maldives,2017,Both sexes,All Ages,3.1
Tunisia,2017,Both sexes,All Ages,3.12
Georgia,2017,Female,All Ages,3.14
Senegal,2017,Female,All Ages,3.17
Panama,2017,Both sexes,All Ages,3.17
Chile,2017,Female,All Ages,3.17
Libya,2017,Female,All Ages,3.23
Niger,2017,Female,All Ages,3.29
Philippines,2017,Male,All Ages,3.29
Honduras,2017,Male,All Ages,3.32
Brunei,2017,Both sexes,All Ages,3.32
Madagascar,2017,Female,All Ages,3.35
Turkey,2017,Male,All Ages,3.35
Laos,2017,Female,All Ages,3.37
Bahamas,2017,Both sexes,All Ages,3.39
Poland,2017,Female,All Ages,3.42
Paraguay,2017,Female,All Ages,3.43
Slovakia,2017,Female,All Ages,3.43
Afghanistan,2017,Female,All Ages,3.44
Romania,2017,Female,All Ages,3.45
Kyrgyzstan,2017,Female,All Ages,3.46
Italy,2017,Female,All Ages,3.47
Bangladesh,2017,Both sexes,All Ages,3.48
Jamaica,2017,Male,All Ages,3.48
Burundi,2017,Female,All Ages,3.5
Zambia,2017,Female,All Ages,3.52
Argentina,2017,Female,All Ages,3.54
Chad,2017,Female,All Ages,3.57
Nigeria,2017,Both sexes,All Ages,3.58
Timor-Leste,2017,Both sexes,All Ages,3.59
Venezuela,2017,Male,All Ages,3.6
Liberia,2017,Female,All Ages,3.65
South Sudan,2017,Both sexes,All Ages,3.65
Cyprus,2017,Both sexes,All Ages,3.69
Indonesia,2017,Male,All Ages,3.7
Burkina Faso,2017,Female,All Ages,3.78
Comoros,2017,Female,All Ages,3.8
Sudan,2017,Both sexes,All Ages,3.84
Somalia,2017,Female,All Ages,3.85
Congo,2017,Female,All Ages,3.86
Namibia,2017,Female,All Ages,3.91
Benin,2017,Female,All Ages,3.92
Iraq,2017,Both sexes,All Ages,3.94
Mauritania,2017,Male,All Ages,3.96
Togo,2017,Female,All Ages,3.97
Azerbaijan,2017,Both sexes,All Ages,3.98
Egypt,2017,Male,All Ages,3.99
Eswatini,2017,Both sexes,All Ages,30.44
Estonia,2017,Male,All Ages,30.73
Lesotho,2017,Female,All Ages,30.82
Montenegro,2017,Male,All Ages,31.75
Mongolia,2017,Male,All Ages,32.91
Slovenia,2017,Male,All Ages,33.44
Uruguay,2017,Male,All Ages,33.84
Kazakhstan,2017,Male,All Ages,34.85
South Korea,2017,Male,All Ages,36.84
Latvia,2017,Male,All Ages,36.94
Suriname,2017,Male,All Ages,37.2
Ukraine,2017,Male,All Ages,37.24
Guyana,2017,Both sexes,All Ages,38.46
Moldova,2017,Female,All Ages,4.01
Kuwait,2017,Male,All Ages,4.04
Trinidad and Tobago,2017,Female,All Ages,4.05
Guinea-Bissau,2017,Female,All Ages,4.06
Afghanistan,2017,Both sexes,All Ages,4.06
Ireland,2017,Female,All Ages,4.06
UK,2017,Female,All Ages,4.06
Peru,2017,Male,All Ages,4.07
Mauritius,2017,Female,All Ages,4.07
Mali,2017,Both sexes,All Ages,4.1
Papua New Guinea,2017,Male,All Ages,4.12
Tonga,2017,Both sexes,All Ages,4.15
Lebanon,2017,Male,All Ages,4.16
Tanzania,2017,Both sexes,All Ages,4.17
Tajikistan,2017,Both sexes,All Ages,4.2
Ecuador,2017,Female,All Ages,4.25
Spain,2017,Female,All Ages,4.25
Cameroon,2017,Female,All Ages,4.31
Bolivia,2017,Female,All Ages,4.32
Tunisia,2017,Male,All Ages,4.34
Yemen,2017,Female,All Ages,4.4
Uganda,2017,Both sexes,All Ages,4.43
Nicaragua,2017,Both sexes,All Ages,4.44
Liberia,2017,Both sexes,All Ages,4.46
Pakistan,2017,Female,All Ages,4.46
Bosnia and Herzegovina,2017,Female,All Ages,4.46
Maldives,2017,Male,All Ages,4.52
Cape Verde,2017,Female,All Ages,4.57
Bhutan,2017,Both sexes,All Ages,4.59
Viet Nam,2017,Female,All Ages,4.61
Afghanistan,2017,Male,All Ages,4.64
Colombia,2017,Both sexes,All Ages,4.66
Albania,2017,Both sexes,All Ages,4.67
Sierra Leone,2017,Female,All Ages,4.67
Oman,2017,Both sexes,All Ages,4.74
North Macedonia,2017,Female,All Ages,4.76
Bulgaria,2017,Female,All Ages,4.78
Sudan,2017,Male,All Ages,4.89
Gambia,2017,Both sexes,All Ages,4.91
Eswatini,2017,Female,All Ages,4.95
Morocco,2017,Female,All Ages,4.95
Cambodia,2017,Both sexes,All Ages,4.96
Belarus,2017,Male,All Ages,40.6
South Africa,2017,Male,All Ages,40.82
Micronesia,2017,Male,All Ages,42.6
Russia,2017,Male,All Ages,49.3
Myanmar,2017,Male,All Ages,5.01
Guinea,2017,Female,All Ages,5.03
Greece,2017,Both sexes,All Ages,5.11
Israel,2017,Both sexes,All Ages,5.14
Nigeria,2017,Male,All Ages,5.16
Timor-Leste,2017,Male,All Ages,5.17
Mali,2017,Male,All Ages,5.19
Niger,2017,Both sexes,All Ages,5.25
Liberia,2017,Male,All Ages,5.27
Bangladesh,2017,Male,All Ages,5.3
South Sudan,2017,Male,All Ages,5.33
Uzbekistan,2017,Female,All Ages,5.33
Eritrea,2017,Female,All Ages,5.35
Malaysia,2017,Both sexes,All Ages,5.35
Central African Republic,2017,Female,All Ages,5.4
Ethiopia,2017,Both sexes,All Ages,5.4
Panama,2017,Male,All Ages,5.4
Comoros,2017,Both sexes,All Ages,5.41
Tonga,2017,Male,All Ages,5.42
Tajikistan,2017,Male,All Ages,5.42
Madagascar,2017,Both sexes,All Ages,5.47
Malta,2017,Both sexes,All Ages,5.47
Mozambique,2017,Female,All Ages,5.48
Libya,2017,Both sexes,All Ages,5.53
Armenia,2017,Male,All Ages,5.54
Yemen,2017,Both sexes,All Ages,5.58
UAE,2017,Both sexes,All Ages,5.6
Iraq,2017,Male,All Ages,5.6
Kenya,2017,Both sexes,All Ages,5.6
Rwanda,2017,Both sexes,All Ages,5.61
Guatemala,2017,Both sexes,All Ages,5.62
Laos,2017,Both sexes,All Ages,5.63
Brunei,2017,Male,All Ages,5.63
Dominican Republic,2017,Both sexes,All Ages,5.69
Czechia,2017,Female,All Ages,5.72
Fiji,2017,Female,All Ages,5.78
Qatar,2017,Both sexes,All Ages,5.78
Turkmenistan,2017,Both sexes,All Ages,5.84
Equatorial Guinea,2017,Female,All Ages,5.85
Malawi,2017,Both sexes,All Ages,5.85
Mongolia,2017,Female,All Ages,5.86
Bahamas,2017,Male,All Ages,5.87
Mexico,2017,Both sexes,All Ages,5.9
Portugal,2017,Female,All Ages,5.97
Kiribati,2017,Male,All Ages,50.77
Lithuania,2017,Male,All Ages,50.87
Eswatini,2017,Male,All Ages,57.35
Angola,2017,Both sexes,All Ages,6.02
Luxembourg,2017,Female,All Ages,6.02
Iran,2017,Both sexes,All Ages,6.03
Paraguay,2017,Both sexes,All Ages,6.05
El Salvador,2017,Both sexes,All Ages,6.12
Costa Rica,2017,Both sexes,All Ages,6.12
Senegal,2017,Both sexes,All Ages,6.18
Singapore,2017,Female,All Ages,6.18
Saudi Arabia,2017,Both sexes,All Ages,6.22
China,2017,Female,All Ages,6.27
Bhutan,2017,Male,All Ages,6.28
Sierra Leone,2017,Both sexes,All Ages,6.28
Cuba,2017,Female,All Ages,6.28
Ukraine,2017,Female,All Ages,6.3
Albania,2017,Male,All Ages,6.33
Tanzania,2017,Male,All Ages,6.36
Burundi,2017,Both sexes,All Ages,6.37
Djibouti,2017,Female,All Ages,6.38
Azerbaijan,2017,Male,All Ages,6.39
Cyprus,2017,Male,All Ages,6.39
Canada,2017,Female,All Ages,6.42
Bolivia,2017,Both sexes,All Ages,6.44
Sri Lanka,2017,Female,All Ages,6.44
DRC,2017,Both sexes,All Ages,6.51
Germany,2017,Female,All Ages,6.56
Austria,2017,Female,All Ages,6.57
Congo,2017,Both sexes,All Ages,6.58
New Zealand,2017,Female,All Ages,6.58
Brazil,2017,Both sexes,All Ages,6.58
Samoa,2017,Female,All Ages,6.62
Oman,2017,Male,All Ages,6.63
Chad,2017,Both sexes,All Ages,6.73
Yemen,2017,Male,All Ages,6.75
Gambia,2017,Male,All Ages,6.82
UAE,2017,Male,All Ages,6.83
Nicaragua,2017,Male,All Ages,6.83
Australia,2017,Female,All Ages,6.86
Guinea,2017,Both sexes,All Ages,6.96
Ghana,2017,Both sexes,All Ages,6.96
Comoros,2017,Male,All Ages,6.99
Belize,2017,Both sexes,All Ages,6.99
Guyana,2017,Male,All Ages,60.12
Italy,2017,Both sexes,All Ages,7.05
Qatar,2017,Male,All Ages,7.07
USA,2017,Female,All Ages,7.07
Morocco,2017,Both sexes,All Ages,7.09
Denmark,2017,Female,All Ages,7.12
Niger,2017,Male,All Ages,7.2
Cambodia,2017,Male,All Ages,7.23
Guinea-Bissau,2017,Both sexes,All Ages,7.3
Uganda,2017,Male,All Ages,7.35
Vanuatu,2017,Female,All Ages,7.49
Botswana,2017,Female,All Ages,7.52
Colombia,2017,Male,All Ages,7.55
Madagascar,2017,Male,All Ages,7.6
Kazakhstan,2017,Female,All Ages,7.6
Croatia,2017,Female,All Ages,7.61
Viet Nam,2017,Both sexes,All Ages,7.68
Burkina Faso,2017,Both sexes,All Ages,7.7
Ethiopia,2017,Male,All Ages,7.73
Libya,2017,Male,All Ages,7.78
Equatorial Guinea,2017,Both sexes,All Ages,7.79
Israel,2017,Male,All Ages,7.8
Haiti,2017,Female,All Ages,7.83
Laos,2017,Male,All Ages,7.88
Sierra Leone,2017,Male,All Ages,7.89
Saint Lucia,2017,Both sexes,All Ages,7.94
Norway,2017,Female,All Ages,7.95
Somalia,2017,Both sexes,All Ages,7.96
Benin,2017,Both sexes,All Ages,7.96
France,2017,Female,All Ages,7.97
Lesotho,2017,Both sexes,All Ages,78.32
North Korea,2017,Female,All Ages,8.02
Bahrain,2017,Both sexes,All Ages,8.08
Estonia,2017,Female,All Ages,8.12
Netherlands,2017,Female,All Ages,8.12
China,2017,Both sexes,All Ages,8.14
Spain,2017,Both sexes,All Ages,8.15
Hungary,2017,Female,All Ages,8.17
Belarus,2017,Female,All Ages,8.19
Rwanda,2017,Male,All Ages,8.22
UK,2017,Both sexes,All Ages,8.22
Kyrgyzstan,2017,Both sexes,All Ages,8.26
Malaysia,2017,Male,All Ages,8.29
Latvia,2017,Female,All Ages,8.29
Greece,2017,Male,All Ages,8.3
Seychelles,2017,Both sexes,All Ages,8.31
Thailand,2017,Both sexes,All Ages,8.4
Kenya,2017,Male,All Ages,8.41
Bolivia,2017,Male,All Ages,8.53
Zambia,2017,Both sexes,All Ages,8.53
Slovenia,2017,Female,All Ages,8.55
Paraguay,2017,Male,All Ages,8.58
Uruguay,2017,Female,All Ages,8.62
Guatemala,2017,Male,All Ages,8.63
Nepal,2017,Both sexes,All Ages,8.65
Finland,2017,Female,All Ages,8.68
Gabon,2017,Both sexes,All Ages,8.79
Uzbekistan,2017,Both sexes,All Ages,8.79
Argentina,2017,Both sexes,All Ages,8.86
Malta,2017,Male,All Ages,8.93
Switzerland,2017,Female,All Ages,8.94
Iran,2017,Male,All Ages,8.95
Cameroon,2017,Both sexes,All Ages,8.98
Singapore,2017,Both sexes,All Ages,8.98
Togo,2017,Both sexes,All Ages,9
Turkmenistan,2017,Male,All Ages,9.01
Guinea,2017,Male,All Ages,9.04
Kiribati,2017,Female,All Ages,9.08
Pakistan,2017,Both sexes,All Ages,9.09
Ecuador,2017,Both sexes,All Ages,9.2
Côte d’Ivoire,2017,Both sexes,All Ages,9.2
Dominican Republic,2017,Male,All Ages,9.24
Morocco,2017,Male,All Ages,9.27
Chile,2017,Both sexes,All Ages,9.27
Saudi Arabia,2017,Male,All Ages,9.28
Burundi,2017,Male,All Ages,9.29
Congo,2017,Male,All Ages,9.3
North Macedonia,2017,Both sexes,All Ages,9.3
Fiji,2017,Both sexes,All Ages,9.31
Senegal,2017,Male,All Ages,9.34
Equatorial Guinea,2017,Male,All Ages,9.35
Trinidad and Tobago,2017,Both sexes,All Ages,9.49
Zimbabwe,2017,Female,All Ages,9.59
Sweden,2017,Female,All Ages,9.59
Mauritius,2017,Both sexes,All Ages,9.62
Georgia,2017,Both sexes,All Ages,9.63
Angola,2017,Male,All Ages,9.67
Djibouti,2017,Both sexes,All Ages,9.7
Haiti,2017,Both sexes,All Ages,9.72
North Korea,2017,Both sexes,All Ages,9.75
Mexico,2017,Male,All Ages,9.79
Malawi,2017,Male,All Ages,9.84
Luxembourg,2017,Both sexes,All Ages,9.84
Chad,2017,Male,All Ages,9.9
Costa Rica,2017,Male,All Ages,9.92
China,2017,Male,All Ages,9.92
Russia,2017,Female,All Ages,9.97
Antigua and Barbuda,2016,Male,All Ages,0
Barbados,2016,Female,All Ages,0.31
Antigua and Barbuda,2016,Both sexes,All Ages,0.54
Brunei,2016,Female,All Ages,0.54
Saint Vincent and the Grenadines,2016,Male,All Ages,0.58
Barbados,2016,Both sexes,All Ages,0.62
Saint Vincent and the Grenadines,2016,Both sexes,All Ages,0.65
Syria,2016,Female,All Ages,0.66
Jordan,2016,Female,All Ages,0.69
Kuwait,2016,Female,All Ages,0.72
Saint Vincent and the Grenadines,2016,Female,All Ages,0.73
Sao Tome and Principe,2016,Female,All Ages,0.77
Maldives,2016,Female,All Ages,0.78
Venezuela,2016,Female,All Ages,0.78
Honduras,2016,Female,All Ages,0.81
Grenada,2016,Male,All Ages,0.91
Barbados,2016,Male,All Ages,0.96
Grenada,2016,Both sexes,All Ages,0.97
Panama,2016,Female,All Ages,1.01
Antigua and Barbuda,2016,Female,All Ages,1.03
Jamaica,2016,Female,All Ages,1.04
Grenada,2016,Female,All Ages,1.04
Bahamas,2016,Female,All Ages,1.08
Philippines,2016,Female,All Ages,1.09
Indonesia,2016,Female,All Ages,1.11
Oman,2016,Female,All Ages,1.13
Myanmar,2016,Female,All Ages,1.18
Cyprus,2016,Female,All Ages,1.23
Turkey,2016,Female,All Ages,1.28
Belize,2016,Female,All Ages,1.37
Ghana,2016,Female,All Ages,1.38
Peru,2016,Female,All Ages,1.42
Sao Tome and Principe,2016,Both sexes,All Ages,1.45
Seychelles,2016,Female,All Ages,1.45
Jordan,2016,Both sexes,All Ages,1.48
Greece,2016,Female,All Ages,1.58
Papua New Guinea,2016,Female,All Ages,1.59
Azerbaijan,2016,Female,All Ages,1.59
Syria,2016,Both sexes,All Ages,1.62
Saint Lucia,2016,Female,All Ages,1.63
Colombia,2016,Female,All Ages,1.64
Bangladesh,2016,Female,All Ages,1.69
Lebanon,2016,Female,All Ages,1.72
Uganda,2016,Female,All Ages,1.81
Nicaragua,2016,Female,All Ages,1.81
Qatar,2016,Female,All Ages,1.84
Solomon Islands,2016,Female,All Ages,1.9
Tunisia,2016,Female,All Ages,1.91
Algeria,2016,Female,All Ages,1.91
South Sudan,2016,Female,All Ages,1.95
Nigeria,2016,Female,All Ages,1.99
Ireland,2016,Both sexes,All Ages,10.02
South Africa,2016,Female,All Ages,10.05
Italy,2016,Male,All Ages,10.13
Luxembourg,2016,Both sexes,All Ages,10.16
Romania,2016,Both sexes,All Ages,10.17
Malawi,2016,Male,All Ages,10.21
DRC,2016,Male,All Ages,10.3
Belize,2016,Male,All Ages,10.33
North Korea,2016,Both sexes,All Ages,10.36
Dominican Republic,2016,Male,All Ages,10.39
Bosnia and Herzegovina,2016,Both sexes,All Ages,10.51
Japan,2016,Female,All Ages,10.54
India,2016,Female,All Ages,10.56
Guinea-Bissau,2016,Male,All Ages,10.67
Namibia,2016,Both sexes,All Ages,10.68
Georgia,2016,Both sexes,All Ages,10.7
Montenegro,2016,Female,All Ages,10.73
Russia,2016,Female,All Ages,10.74
Viet Nam,2016,Male,All Ages,10.84
Bahrain,2016,Male,All Ages,10.86
Denmark,2016,Both sexes,All Ages,10.87
Portugal,2016,Both sexes,All Ages,11.35
Equatorial Guinea,2016,Male,All Ages,11.36
Eritrea,2016,Both sexes,All Ages,11.47
Singapore,2016,Male,All Ages,11.5
Haiti,2016,Male,All Ages,11.53
Zimbabwe,2016,Female,All Ages,11.55
Suriname,2016,Female,All Ages,11.59
Belgium,2016,Female,All Ages,11.66
Spain,2016,Male,All Ages,11.75
Burkina Faso,2016,Male,All Ages,11.78
Canada,2016,Both sexes,All Ages,11.86
Netherlands,2016,Both sexes,All Ages,11.91
Somalia,2016,Male,All Ages,11.99
Micronesia,2016,Female,All Ages,12.02
India,2016,Both sexes,All Ages,12.05
Djibouti,2016,Male,All Ages,12.13
Benin,2016,Male,All Ages,12.13
New Zealand,2016,Both sexes,All Ages,12.16
Australia,2016,Both sexes,All Ages,12.17
North Korea,2016,Male,All Ages,12.3
Slovakia,2016,Both sexes,All Ages,12.33
Norway,2016,Both sexes,All Ages,12.61
Uzbekistan,2016,Male,All Ages,12.64
Samoa,2016,Both sexes,All Ages,12.79
Ghana,2016,Male,All Ages,12.86
Iceland,2016,Both sexes,All Ages,12.97
Czechia,2016,Both sexes,All Ages,12.99
Costa Rica,2016,Male,All Ages,13
Fiji,2016,Male,All Ages,13
UK,2016,Male,All Ages,13.01
Germany,2016,Both sexes,All Ages,13.02
Cuba,2016,Both sexes,All Ages,13.36
Saint Lucia,2016,Male,All Ages,13.37
Pakistan,2016,Male,All Ages,13.42
India,2016,Male,All Ages,13.43
Zambia,2016,Male,All Ages,13.46
Mozambique,2016,Both sexes,All Ages,13.55
Ecuador,2016,Male,All Ages,13.58
Mauritius,2016,Male,All Ages,13.61
Kyrgyzstan,2016,Male,All Ages,13.68
Argentina,2016,Male,All Ages,13.68
Central African Republic,2016,Both sexes,All Ages,13.73
North Macedonia,2016,Male,All Ages,13.78
Poland,2016,Both sexes,All Ages,13.83
Luxembourg,2016,Male,All Ages,13.92
Cameroon,2016,Male,All Ages,13.92
Lesotho,2016,Male,All Ages,139.6
Switzerland,2016,Both sexes,All Ages,14.07
Seychelles,2016,Male,All Ages,14.23
Thailand,2016,Male,All Ages,14.23
Togo,2016,Male,All Ages,14.35
Cape Verde,2016,Both sexes,All Ages,14.35
Sweden,2016,Both sexes,All Ages,14.61
Sri Lanka,2016,Both sexes,All Ages,14.76
France,2016,Both sexes,All Ages,14.89
Solomon Islands,2016,Both sexes,All Ages,15.06
Bulgaria,2016,Male,All Ages,15.12
USA,2016,Both sexes,All Ages,15.15
Serbia,2016,Both sexes,All Ages,15.18
Finland,2016,Both sexes,All Ages,15.24
Gabon,2016,Male,All Ages,15.47
Austria,2016,Both sexes,All Ages,15.53
Trinidad and Tobago,2016,Male,All Ages,15.56
Nepal,2016,Male,All Ages,15.56
Denmark,2016,Male,All Ages,15.68
Estonia,2016,Both sexes,All Ages,15.73
Netherlands,2016,Male,All Ages,15.83
Moldova,2016,Both sexes,All Ages,15.87
Côte d’Ivoire,2016,Male,All Ages,15.92
South Korea,2016,Female,All Ages,16.01
Ireland,2016,Male,All Ages,16.13
Guyana,2016,Female,All Ages,16.42
Croatia,2016,Both sexes,All Ages,16.43
Norway,2016,Male,All Ages,16.55
Zimbabwe,2016,Both sexes,All Ages,16.75
Chile,2016,Male,All Ages,16.77
Bosnia and Herzegovina,2016,Male,All Ages,16.78
Namibia,2016,Male,All Ages,17.22
Romania,2016,Male,All Ages,17.48
Eritrea,2016,Male,All Ages,17.48
Japan,2016,Both sexes,All Ages,17.49
Canada,2016,Male,All Ages,17.61
Botswana,2016,Both sexes,All Ages,17.76
Australia,2016,Male,All Ages,18.02
Vanuatu,2016,Both sexes,All Ages,18.04
Portugal,2016,Male,All Ages,18.21
New Zealand,2016,Male,All Ages,18.21
Samoa,2016,Male,All Ages,18.37
Georgia,2016,Male,All Ages,18.58
Hungary,2016,Both sexes,All Ages,18.72
Slovenia,2016,Both sexes,All Ages,19.05
Belgium,2016,Both sexes,All Ages,19.27
Germany,2016,Male,All Ages,19.4
Sweden,2016,Male,All Ages,19.61
Switzerland,2016,Male,All Ages,19.82
Honduras,2016,Both sexes,All Ages,2
Timor-Leste,2016,Female,All Ages,2.04
Malawi,2016,Female,All Ages,2.05
Tanzania,2016,Female,All Ages,2.06
Israel,2016,Female,All Ages,2.06
Egypt,2016,Female,All Ages,2.07
Mexico,2016,Female,All Ages,2.11
Sao Tome and Principe,2016,Male,All Ages,2.13
Venezuela,2016,Both sexes,All Ages,2.19
Mauritania,2016,Female,All Ages,2.2
Saudi Arabia,2016,Female,All Ages,2.2
Malaysia,2016,Female,All Ages,2.21
Jamaica,2016,Both sexes,All Ages,2.23
Malta,2016,Female,All Ages,2.23
Philippines,2016,Both sexes,All Ages,2.24
Jordan,2016,Male,All Ages,2.25
El Salvador,2016,Female,All Ages,2.28
Turkey,2016,Both sexes,All Ages,2.28
Costa Rica,2016,Female,All Ages,2.32
Iraq,2016,Female,All Ages,2.33
Dominican Republic,2016,Female,All Ages,2.33
Indonesia,2016,Both sexes,All Ages,2.39
Bahrain,2016,Female,All Ages,2.4
Algeria,2016,Both sexes,All Ages,2.55
Brunei,2016,Both sexes,All Ages,2.56
Bhutan,2016,Female,All Ages,2.58
Angola,2016,Female,All Ages,2.58
Syria,2016,Male,All Ages,2.58
Armenia,2016,Female,All Ages,2.58
Peru,2016,Both sexes,All Ages,2.63
Kuwait,2016,Both sexes,All Ages,2.63
Nepal,2016,Female,All Ages,2.67
Mauritius,2016,Female,All Ages,2.67
Brazil,2016,Female,All Ages,2.69
Gabon,2016,Female,All Ages,2.7
Lebanon,2016,Both sexes,All Ages,2.71
DRC,2016,Female,All Ages,2.78
Sudan,2016,Female,All Ages,2.79
Kenya,2016,Female,All Ages,2.8
Paraguay,2016,Female,All Ages,2.82
Guatemala,2016,Female,All Ages,2.83
UAE,2016,Female,All Ages,2.86
Tonga,2016,Female,All Ages,2.87
Cambodia,2016,Female,All Ages,2.88
Papua New Guinea,2016,Both sexes,All Ages,2.95
Mongolia,2016,Both sexes,All Ages,20.08
Montenegro,2016,Both sexes,All Ages,20.81
Uruguay,2016,Both sexes,All Ages,21.12
Czechia,2016,Male,All Ages,21.23
Iceland,2016,Male,All Ages,21.25
Latvia,2016,Both sexes,All Ages,21.27
Ukraine,2016,Both sexes,All Ages,21.35
Cuba,2016,Male,All Ages,21.39
Slovakia,2016,Male,All Ages,21.74
Kazakhstan,2016,Both sexes,All Ages,21.74
Mozambique,2016,Male,All Ages,22.01
Serbia,2016,Male,All Ages,22.2
Central African Republic,2016,Male,All Ages,22.24
France,2016,Male,All Ages,22.26
Zimbabwe,2016,Male,All Ages,22.48
USA,2016,Male,All Ages,23.53
Sri Lanka,2016,Male,All Ages,23.6
Austria,2016,Male,All Ages,23.64
Finland,2016,Male,All Ages,23.76
Cape Verde,2016,Male,All Ages,23.95
Belarus,2016,Both sexes,All Ages,24.19
South Africa,2016,Both sexes,All Ages,24.44
Suriname,2016,Both sexes,All Ages,24.44
Japan,2016,Male,All Ages,24.76
Poland,2016,Male,All Ages,24.96
Croatia,2016,Male,All Ages,25.72
Estonia,2016,Male,All Ages,26.53
Micronesia,2016,Both sexes,All Ages,26.98
Belgium,2016,Male,All Ages,27.11
South Korea,2016,Both sexes,All Ages,27.19
Solomon Islands,2016,Male,All Ages,27.78
Moldova,2016,Male,All Ages,27.91
Vanuatu,2016,Male,All Ages,28.28
Botswana,2016,Male,All Ages,28.54
Hungary,2016,Male,All Ages,29.12
Kiribati,2016,Both sexes,All Ages,29.51
Turkmenistan,2016,Female,All Ages,3
Libya,2016,Female,All Ages,3.03
Thailand,2016,Female,All Ages,3.03
Mauritania,2016,Both sexes,All Ages,3.04
Albania,2016,Female,All Ages,3.05
Tunisia,2016,Both sexes,All Ages,3.08
Côte d’Ivoire,2016,Female,All Ages,3.08
Tajikistan,2016,Female,All Ages,3.08
Maldives,2016,Both sexes,All Ages,3.11
Ethiopia,2016,Female,All Ages,3.11
Gambia,2016,Female,All Ages,3.13
Argentina,2016,Female,All Ages,3.13
Iran,2016,Female,All Ages,3.15
Mali,2016,Female,All Ages,3.16
Algeria,2016,Male,All Ages,3.18
Myanmar,2016,Both sexes,All Ages,3.19
Egypt,2016,Both sexes,All Ages,3.2
Honduras,2016,Male,All Ages,3.2
Rwanda,2016,Female,All Ages,3.2
Italy,2016,Female,All Ages,3.2
Senegal,2016,Female,All Ages,3.23
Romania,2016,Female,All Ages,3.24
Panama,2016,Both sexes,All Ages,3.27
