country,year,sex,age_group,suicide_rates
Antigua and Barbuda,2019,Both sexes,15-19 years,0
Antigua and Barbuda,2019,Both sexes,15-24 years,0
Antigua and Barbuda,2019,Both sexes,15-29  years,0
Antigua and Barbuda,2019,Both sexes,25-34 years,0
Antigua and Barbuda,2019,Both sexes,30-49 years,0
Antigua and Barbuda,2019,Both sexes,35-44 years,0
Antigua and Barbuda,2019,Both sexes,45-54 years,0
Antigua and Barbuda,2019,Both sexes,65-74 years,0
Antigua and Barbuda,2019,Both sexes,75-84 years,0
Antigua and Barbuda,2019,Both sexes,85+ years,0
Antigua and Barbuda,2019,Female,15-19 years,0
Antigua and Barbuda,2019,Female,15-24 years,0
Antigua and Barbuda,2019,Female,15-29  years,0
Antigua and Barbuda,2019,Female,25-34 years,0
Antigua and Barbuda,2019,Female,30-49 years,0
Antigua and Barbuda,2019,Female,35-44 years,0
Antigua and Barbuda,2019,Female,45-54 years,0
Antigua and Barbuda,2019,Female,65-74 years,0
Antigua and Barbuda,2019,Female,75-84 years,0
Antigua and Barbuda,2019,Female,85+ years,0
Antigua and Barbuda,2019,Male,15-19 years,0
Antigua and Barbuda,2019,Male,15-24 years,0
Antigua and Barbuda,2019,Male,15-29  years,0
Antigua and Barbuda,2019,Male,25-34 years,0
Antigua and Barbuda,2019,Male,30-49 years,0
Antigua and Barbuda,2019,Male,35-44 years,0
Antigua and Barbuda,2019,Male,45-54 years,0
Antigua and Barbuda,2019,Male,55-64 years,0
Antigua and Barbuda,2019,Male,65-74 years,0
Antigua and Barbuda,2019,Male,75-84 years,0
Antigua and Barbuda,2019,Male,85+ years,0
Barbados,2019,Both sexes,15-19 years,0
Barbados,2019,Both sexes,15-24 years,0
Barbados,2019,Both sexes,15-29  years,0
Barbados,2019,Both sexes,25-34 years,0
Barbados,2019,Both sexes,55-64 years,0
Barbados,2019,Both sexes,65-74 years,0
Barbados,2019,Both sexes,85+ years,0
Barbados,2019,Female,15-19 years,0
Barbados,2019,Female,15-24 years,0
Barbados,2019,Female,15-29  years,0
Barbados,2019,Female,25-34 years,0
Barbados,2019,Female,30-49 years,0
Barbados,2019,Female,35-44 years,0
Barbados,2019,Female,45-54 years,0
Barbados,2019,Female,55-64 years,0
Barbados,2019,Female,65-74 years,0
Barbados,2019,Female,85+ years,0
Barbados,2019,Male,15-19 years,0
Barbados,2019,Male,15-24 years,0
Barbados,2019,Male,15-29  years,0
Barbados,2019,Male,25-34 years,0
Barbados,2019,Male,55-64 years,0
Barbados,2019,Male,65-74 years,0
Barbados,2019,Male,75-84 years,0
Barbados,2019,Male,85+ years,0
Brunei,2019,Both sexes,15-19 years,0
Brunei,2019,Both sexes,15-24 years,0
Brunei,2019,Both sexes,55-64 years,0
Brunei,2019,Both sexes,65-74 years,0
Brunei,2019,Female,15-19 years,0
Brunei,2019,Female,15-24 years,0
Brunei,2019,Female,15-29  years,0
Brunei,2019,Female,35-44 years,0
Brunei,2019,Female,55-64 years,0
Brunei,2019,Female,65-74 years,0
Brunei,2019,Female,75-84 years,0
Brunei,2019,Female,85+ years,0
Brunei,2019,Male,15-19 years,0
Brunei,2019,Male,15-24 years,0
Brunei,2019,Male,55-64 years,0
Brunei,2019,Male,65-74 years,0
Costa Rica,2019,Female,75-84 years,0
Costa Rica,2019,Female,85+ years,0
Cyprus,2019,Female,15-19 years,0
Grenada,2019,Both sexes,15-19 years,0
Grenada,2019,Both sexes,15-24 years,0
Grenada,2019,Both sexes,15-29  years,0
Grenada,2019,Both sexes,25-34 years,0
Grenada,2019,Both sexes,30-49 years,0
Grenada,2019,Both sexes,35-44 years,0
Grenada,2019,Both sexes,45-54 years,0
Grenada,2019,Both sexes,55-64 years,0
Grenada,2019,Both sexes,75-84 years,0
Grenada,2019,Both sexes,85+ years,0
Grenada,2019,Female,15-19 years,0
Grenada,2019,Female,15-24 years,0
Grenada,2019,Female,15-29  years,0
Grenada,2019,Female,25-34 years,0
Grenada,2019,Female,30-49 years,0
Grenada,2019,Female,35-44 years,0
Grenada,2019,Female,45-54 years,0
Grenada,2019,Female,55-64 years,0
Grenada,2019,Female,65-74 years,0
Grenada,2019,Female,75-84 years,0
Grenada,2019,Female,85+ years,0
Grenada,2019,Male,15-19 years,0
Grenada,2019,Male,15-24 years,0
Grenada,2019,Male,15-29  years,0
Grenada,2019,Male,25-34 years,0
Grenada,2019,Male,30-49 years,0
Grenada,2019,Male,35-44 years,0
Grenada,2019,Male,45-54 years,0
Grenada,2019,Male,55-64 years,0
Grenada,2019,Male,75-84 years,0
Grenada,2019,Male,85+ years,0
Guyana,2019,Female,85+ years,0
Iceland,2019,Both sexes,75-84 years,0
Iceland,2019,Both sexes,85+ years,0
Iceland,2019,Female,25-34 years,0
Iceland,2019,Female,35-44 years,0
Iceland,2019,Female,75-84 years,0
Iceland,2019,Female,85+ years,0
Iceland,2019,Male,75-84 years,0
Iceland,2019,Male,85+ years,0
Malta,2019,Female,85+ years,0
Mauritius,2019,Female,75-84 years,0
Mauritius,2019,Female,85+ years,0
Saint Vincent and the Grenadines,2019,Both sexes,15-19 years,0
Saint Vincent and the Grenadines,2019,Both sexes,45-54 years,0
Saint Vincent and the Grenadines,2019,Both sexes,55-64 years,0
Saint Vincent and the Grenadines,2019,Both sexes,65-74 years,0
Saint Vincent and the Grenadines,2019,Both sexes,85+ years,0
Saint Vincent and the Grenadines,2019,Female,15-19 years,0
Saint Vincent and the Grenadines,2019,Female,15-24 years,0
Saint Vincent and the Grenadines,2019,Female,15-29  years,0
Saint Vincent and the Grenadines,2019,Female,25-34 years,0
Saint Vincent and the Grenadines,2019,Female,30-49 years,0
Saint Vincent and the Grenadines,2019,Female,35-44 years,0
Saint Vincent and the Grenadines,2019,Female,45-54 years,0
Saint Vincent and the Grenadines,2019,Female,55-64 years,0
Saint Vincent and the Grenadines,2019,Female,65-74 years,0
Saint Vincent and the Grenadines,2019,Female,75-84 years,0
Saint Vincent and the Grenadines,2019,Female,85+ years,0
Saint Vincent and the Grenadines,2019,Male,15-19 years,0
Saint Vincent and the Grenadines,2019,Male,45-54 years,0
Saint Vincent and the Grenadines,2019,Male,55-64 years,0
Saint Vincent and the Grenadines,2019,Male,65-74 years,0
Saint Vincent and the Grenadines,2019,Male,85+ years,0
Antigua and Barbuda,2019,Male,All Ages,0
Barbados,2019,Female,All Ages,0.32
Barbados,2019,Both sexes,35-44 years,0.35
Antigua and Barbuda,2019,Both sexes,All Ages,0.39
Barbados,2019,Both sexes,30-49 years,0.42
Armenia,2019,Male,15-19 years,0.46
Panama,2019,Female,35-44 years,0.47
Kuwait,2019,Female,15-19 years,0.51
Armenia,2019,Female,35-44 years,0.56
Panama,2019,Female,45-54 years,0.56
Maldives,2019,Female,35-44 years,0.57
Sao Tome and Principe,2019,Female,15-19 years,0.57
Costa Rica,2019,Female,65-74 years,0.58
Grenada,2019,Male,All Ages,0.59
Saint Vincent and the Grenadines,2019,Female,All Ages,0.6
Barbados,2019,Both sexes,All Ages,0.62
Panama,2019,Female,30-49 years,0.63
Sao Tome and Principe,2019,Female,15-24 years,0.65
Grenada,2019,Both sexes,All Ages,0.66
Honduras,2019,Female,25-34 years,0.67
Malawi,2019,Female,35-44 years,0.67
Sao Tome and Principe,2019,Female,15-29  years,0.67
Maldives,2019,Female,45-54 years,0.68
Sao Tome and Principe,2019,Female,25-34 years,0.68
Jordan,2019,Female,15-19 years,0.69
Syria,2019,Female,15-19 years,0.69
Venezuela,2019,Female,25-34 years,0.69
Venezuela,2019,Female,All Ages,0.69
Maldives,2019,Female,30-49 years,0.7
Syria,2019,Female,All Ages,0.7
Barbados,2019,Both sexes,45-54 years,0.71
Jamaica,2019,Female,15-19 years,0.71
Barbados,2019,Male,35-44 years,0.72
Greece,2019,Female,15-19 years,0.72
Honduras,2019,Female,15-29  years,0.72
Kuwait,2019,Female,15-24 years,0.72
Honduras,2019,Female,15-24 years,0.73
Kuwait,2019,Female,55-64 years,0.73
Grenada,2019,Female,All Ages,0.73
Kuwait,2019,Female,All Ages,0.73
Ghana,2019,Female,15-19 years,0.74
Honduras,2019,Female,15-19 years,0.74
Venezuela,2019,Female,35-44 years,0.74
Jordan,2019,Female,All Ages,0.74
Honduras,2019,Female,35-44 years,0.75
Kuwait,2019,Female,45-54 years,0.76
Malta,2019,Female,75-84 years,0.76
Nigeria,2019,Female,15-19 years,0.76
Serbia,2019,Female,15-19 years,0.76
Venezuela,2019,Female,30-49 years,0.76
Venezuela,2019,Female,45-54 years,0.76
Sao Tome and Principe,2019,Female,All Ages,0.76
Antigua and Barbuda,2019,Female,All Ages,0.76
Ireland,2019,Female,85+ years,0.78
Jordan,2019,Female,15-24 years,0.78
Qatar,2019,Female,55-64 years,0.78
Oman,2019,Female,45-54 years,0.8
Maldives,2019,Female,All Ages,0.8
Greece,2019,Female,15-24 years,0.81
Nigeria,2019,Female,15-29  years,0.81
Honduras,2019,Female,All Ages,0.82
Brunei,2019,Female,All Ages,0.83
Ghana,2019,Female,15-24 years,0.84
Jordan,2019,Female,15-29  years,0.84
Syria,2019,Female,15-24 years,0.84
Gabon,2019,Female,15-19 years,0.85
Honduras,2019,Female,30-49 years,0.85
Mauritania,2019,Female,15-19 years,0.85
Nigeria,2019,Female,15-24 years,0.85
Syria,2019,Female,55-64 years,0.85
Barbados,2019,Male,30-49 years,0.86
Cyprus,2019,Female,15-24 years,0.86
Philippines,2019,Female,45-54 years,0.86
Saudi Arabia,2019,Female,15-19 years,0.86
Syria,2019,Female,45-54 years,0.86
Ghana,2019,Female,15-29  years,0.87
Philippines,2019,Female,55-64 years,0.87
Saint Vincent and the Grenadines,2019,Both sexes,30-49 years,0.87
Indonesia,2019,Female,35-44 years,0.88
Armenia,2019,Female,30-49 years,0.89
Syria,2019,Female,15-29  years,0.89
Italy,2019,Female,15-19 years,0.9
Kuwait,2019,Female,15-29  years,0.9
Gabon,2019,Female,15-24 years,0.91
Indonesia,2019,Female,25-34 years,0.91
Saint Vincent and the Grenadines,2019,Both sexes,25-34 years,0.91
Ghana,2019,Female,25-34 years,0.92
Jordan,2019,Female,45-54 years,0.92
Qatar,2019,Female,45-54 years,0.92
Syria,2019,Female,35-44 years,0.92
Jamaica,2019,Female,15-24 years,0.93
Nigeria,2019,Female,25-34 years,0.93
Saint Lucia,2019,Female,15-19 years,0.93
Syria,2019,Female,30-49 years,0.93
Barbados,2019,Male,All Ages,0.94
Oman,2019,Female,35-44 years,0.95
Venezuela,2019,Female,15-29  years,0.95
Armenia,2019,Female,15-24 years,0.97
Nicaragua,2019,Female,55-64 years,0.97
Panama,2019,Female,All Ages,0.97
Greece,2019,Female,15-29  years,0.98
Indonesia,2019,Female,15-19 years,0.98
Italy,2019,Female,15-24 years,0.98
Jordan,2019,Female,25-34 years,0.98
Mauritania,2019,Female,15-24 years,0.98
Syria,2019,Female,25-34 years,0.98
Saint Vincent and the Grenadines,2019,Both sexes,All Ages,0.98
Indonesia,2019,Female,15-29  years,0.99
Indonesia,2019,Female,30-49 years,0.99
Oman,2019,Female,All Ages,1
Armenia,2019,Both sexes,15-19 years,1.01
Indonesia,2019,Female,15-24 years,1.02
Jordan,2019,Female,30-49 years,1.03
Kuwait,2019,Female,65-74 years,1.03
Serbia,2019,Female,15-24 years,1.03
Turkey,2019,Female,45-54 years,1.04
Mauritania,2019,Female,15-29  years,1.05
Nicaragua,2019,Female,65-74 years,1.05
Venezuela,2019,Female,65-74 years,1.05
Jamaica,2019,Female,All Ages,1.05
Jordan,2019,Female,55-64 years,1.06
Malaysia,2019,Female,15-19 years,1.06
Oman,2019,Female,30-49 years,1.06
Gabon,2019,Female,15-29  years,1.07
Jordan,2019,Female,35-44 years,1.07
Myanmar,2019,Female,15-19 years,1.07
Philippines,2019,Female,35-44 years,1.07
Myanmar,2019,Female,All Ages,1.07
Bahamas,2019,Female,15-19 years,1.08
Kenya,2019,Female,15-19 years,1.08
Kuwait,2019,Female,30-49 years,1.08
Maldives,2019,Female,55-64 years,1.08
Turkey,2019,Female,30-49 years,1.08
Indonesia,2019,Female,All Ages,1.08
Bahamas,2019,Female,55-64 years,1.09
Jamaica,2019,Female,15-29  years,1.09
Turkey,2019,Female,55-64 years,1.09
Venezuela,2019,Female,55-64 years,1.09
Jamaica,2019,Both sexes,15-19 years,1.1
Jamaica,2019,Female,55-64 years,1.1
Cyprus,2019,Female,55-64 years,1.11
Mauritius,2019,Female,55-64 years,1.11
Philippines,2019,Female,30-49 years,1.11
El Salvador,2019,Female,55-64 years,1.12
Thailand,2019,Female,15-19 years,1.12
Turkey,2019,Female,35-44 years,1.12
Uganda,2019,Female,15-19 years,1.12
UAE,2019,Female,15-19 years,1.13
Bahamas,2019,Female,65-74 years,1.14
Malta,2019,Female,65-74 years,1.14
Sao Tome and Principe,2019,Both sexes,15-19 years,1.14
Sao Tome and Principe,2019,Female,30-49 years,1.14
Myanmar,2019,Female,35-44 years,1.15
Venezuela,2019,Female,15-24 years,1.15
Italy,2019,Female,15-29  years,1.16
Jordan,2019,Both sexes,15-19 years,1.16
Philippines,2019,Female,All Ages,1.16
Albania,2019,Female,30-49 years,1.17
Myanmar,2019,Female,15-24 years,1.17
Myanmar,2019,Female,15-29  years,1.17
Panama,2019,Female,25-34 years,1.17
Sao Tome and Principe,2019,Female,35-44 years,1.17
Turkey,2019,Female,25-34 years,1.17
Kenya,2019,Female,15-24 years,1.18
Kuwait,2019,Female,25-34 years,1.18
Kuwait,2019,Female,35-44 years,1.18
Ghana,2019,Female,All Ages,1.18
Albania,2019,Female,35-44 years,1.19
Angola,2019,Female,15-19 years,1.19
Congo,2019,Female,15-19 years,1.19
South Sudan,2019,Female,15-19 years,1.19
DRC,2019,Female,15-19 years,1.2
Maldives,2019,Female,25-34 years,1.2
Myanmar,2019,Female,30-49 years,1.2
Portugal,2019,Female,15-19 years,1.2
Bahrain,2019,Female,45-54 years,1.21
Bahrain,2019,Female,55-64 years,1.21
Maldives,2019,Female,15-19 years,1.21
Myanmar,2019,Female,25-34 years,1.21
Philippines,2019,Female,15-24 years,1.21
Uganda,2019,Female,15-24 years,1.21
Armenia,2019,Female,25-34 years,1.22
Greece,2019,Both sexes,15-19 years,1.22
Mauritania,2019,Female,25-34 years,1.22
Venezuela,2019,Female,15-19 years,1.22
Turkey,2019,Female,All Ages,1.22
Gambia,2019,Female,15-19 years,1.23
Syria,2019,Female,65-74 years,1.23
Thailand,2019,Female,15-24 years,1.23
Armenia,2019,Female,15-29  years,1.24
Kuwait,2019,Female,75-84 years,1.24
Malawi,2019,Female,15-19 years,1.24
Maldives,2019,Female,15-24 years,1.24
Azerbaijan,2019,Female,15-19 years,1.25
Bahamas,2019,Female,45-54 years,1.25
Armenia,2019,Both sexes,15-29  years,1.26
Bahamas,2019,Female,75-84 years,1.26
South Sudan,2019,Female,15-24 years,1.26
Uganda,2019,Female,15-29  years,1.26
Venezuela,2019,Female,75-84 years,1.26
Djibouti,2019,Female,15-19 years,1.27
Cyprus,2019,Female,All Ages,1.27
Cyprus,2019,Female,15-29  years,1.28
Honduras,2019,Both sexes,15-19 years,1.28
Armenia,2019,Both sexes,15-24 years,1.29
Armenia,2019,Male,15-29  years,1.29
Colombia,2019,Female,65-74 years,1.29
Colombia,2019,Female,75-84 years,1.29
Ghana,2019,Female,35-44 years,1.29
Myanmar,2019,Female,45-54 years,1.29
Bahamas,2019,Female,All Ages,1.29
Jamaica,2019,Female,35-44 years,1.3
Jamaica,2019,Female,45-54 years,1.3
Malaysia,2019,Female,15-24 years,1.3
Peru,2019,Female,55-64 years,1.3
Armenia,2019,Female,All Ages,1.3
Angola,2019,Female,15-24 years,1.31
Armenia,2019,Female,45-54 years,1.31
Tanzania,2019,Female,15-19 years,1.31
DRC,2019,Female,15-24 years,1.32
Ghana,2019,Female,30-49 years,1.32
Greece,2019,Female,85+ years,1.32
Saint Lucia,2019,Female,15-24 years,1.32
Saint Vincent and the Grenadines,2019,Both sexes,15-24 years,1.32
Cyprus,2019,Female,25-34 years,1.33
Israel,2019,Female,15-19 years,1.33
Malawi,2019,Female,15-24 years,1.33
Philippines,2019,Female,15-29  years,1.33
South Sudan,2019,Female,15-29  years,1.33
Azerbaijan,2019,Female,15-24 years,1.34
Greece,2019,Female,75-84 years,1.34
Ireland,2019,Female,15-19 years,1.34
Maldives,2019,Female,15-29  years,1.34
Mauritania,2019,Both sexes,15-19 years,1.34
Saint Vincent and the Grenadines,2019,Male,All Ages,1.34
Jamaica,2019,Female,30-49 years,1.35
Oman,2019,Female,55-64 years,1.35
Azerbaijan,2019,Female,15-29  years,1.36
Azerbaijan,2019,Female,25-34 years,1.36
Colombia,2019,Female,55-64 years,1.36
Croatia,2019,Female,15-19 years,1.36
Peru,2019,Female,45-54 years,1.36
Algeria,2019,Female,55-64 years,1.37
Indonesia,2019,Female,45-54 years,1.37
Malawi,2019,Female,15-29  years,1.37
Peru,2019,Female,35-44 years,1.37
Senegal,2019,Female,15-19 years,1.37
Belize,2019,Female,35-44 years,1.38
Costa Rica,2019,Female,15-19 years,1.38
Gambia,2019,Female,15-24 years,1.38
Tanzania,2019,Female,15-24 years,1.38
Angola,2019,Female,15-29  years,1.39
Nigeria,2019,Both sexes,15-19 years,1.39
Malawi,2019,Female,30-49 years,1.4
Mexico,2019,Female,65-74 years,1.4
Peru,2019,Female,All Ages,1.4
Seychelles,2019,Female,All Ages,1.4
Jamaica,2019,Female,25-34 years,1.41
Malaysia,2019,Female,15-29  years,1.41
Philippines,2019,Female,25-34 years,1.41
Uganda,2019,Female,25-34 years,1.41
Congo,2019,Female,15-24 years,1.42
DRC,2019,Female,15-29  years,1.42
Qatar,2019,Female,15-19 years,1.42
Bhutan,2019,Female,15-19 years,1.43
Peru,2019,Female,30-49 years,1.43
Saudi Arabia,2019,Female,15-24 years,1.43
Armenia,2019,Both sexes,25-34 years,1.44
Cyprus,2019,Female,30-49 years,1.44
Ethiopia,2019,Female,15-19 years,1.44
Senegal,2019,Female,15-24 years,1.44
Serbia,2019,Female,15-29  years,1.44
Tanzania,2019,Female,15-29  years,1.44
Saint Lucia,2019,Female,15-29  years,1.45
Venezuela,2019,Female,85+ years,1.45
Iceland,2019,Female,30-49 years,1.46
Saint Vincent and the Grenadines,2019,Both sexes,15-29  years,1.46
Cyprus,2019,Female,65-74 years,1.47
Guyana,2019,Female,75-84 years,1.47
Romania,2019,Female,15-24 years,1.47
Barbados,2019,Male,45-54 years,1.48
Jamaica,2019,Male,15-19 years,1.48
Seychelles,2019,Female,15-19 years,1.48
Seychelles,2019,Female,55-64 years,1.48
Sao Tome and Principe,2019,Both sexes,All Ages,1.48
Armenia,2019,Female,55-64 years,1.49
Azerbaijan,2019,Female,30-49 years,1.49
Oman,2019,Female,25-34 years,1.49
Panama,2019,Female,65-74 years,1.49
Zambia,2019,Female,15-19 years,1.49
Azerbaijan,2019,Female,35-44 years,1.5
Liberia,2019,Female,15-19 years,1.5
Philippines,2019,Female,15-19 years,1.5
Spain,2019,Female,15-19 years,1.5
Kuwait,2019,Both sexes,15-19 years,1.51
Ethiopia,2019,Female,15-24 years,1.52
Lebanon,2019,Female,45-54 years,1.52
Israel,2019,Female,15-24 years,1.53
Bahamas,2019,Female,15-24 years,1.54
Bhutan,2019,Female,15-24 years,1.54
Georgia,2019,Female,25-34 years,1.54
Malawi,2019,Female,25-34 years,1.54
South Sudan,2019,Female,25-34 years,1.54
Albania,2019,Female,25-34 years,1.55
Chad,2019,Female,15-19 years,1.55
Eritrea,2019,Female,15-19 years,1.56
Mexico,2019,Female,55-64 years,1.56
Azerbaijan,2019,Female,All Ages,1.56
Jordan,2019,Both sexes,15-24 years,1.57
Sao Tome and Principe,2019,Both sexes,15-24 years,1.57
Armenia,2019,Male,15-24 years,1.58
Honduras,2019,Both sexes,15-24 years,1.58
Papua New Guinea,2019,Female,15-19 years,1.59
Papua New Guinea,2019,Female,All Ages,1.59
Malta,2019,Female,15-29  years,1.6
Myanmar,2019,Female,55-64 years,1.61
Seychelles,2019,Female,35-44 years,1.61
Colombia,2019,Female,45-54 years,1.62
Congo,2019,Female,15-29  years,1.62
France,2019,Female,15-19 years,1.63
Indonesia,2019,Female,55-64 years,1.63
Jordan,2019,Male,15-19 years,1.63
Portugal,2019,Female,15-24 years,1.63
Ethiopia,2019,Female,15-29  years,1.64
Kenya,2019,Female,15-29  years,1.64
Seychelles,2019,Female,15-24 years,1.64
Slovakia,2019,Female,15-19 years,1.64
Jordan,2019,Both sexes,All Ages,1.64
Albania,2019,Female,55-64 years,1.65
Bangladesh,2019,Female,55-64 years,1.65
Seychelles,2019,Female,45-54 years,1.65
Bangladesh,2019,Female,All Ages,1.65
Armenia,2019,Female,15-19 years,1.66
Gambia,2019,Female,15-29  years,1.66
Honduras,2019,Both sexes,15-29  years,1.66
Romania,2019,Female,15-29  years,1.66
Tanzania,2019,Female,25-34 years,1.66
Bhutan,2019,Female,15-29  years,1.67
Chile,2019,Female,85+ years,1.67
Colombia,2019,Female,35-44 years,1.67
Oman,2019,Female,15-19 years,1.67
Seychelles,2019,Female,30-49 years,1.67
Spain,2019,Female,15-24 years,1.67
Thailand,2019,Female,15-29  years,1.67
Tunisia,2019,Female,15-19 years,1.67
UAE,2019,Female,65-74 years,1.67
Saint Lucia,2019,Female,All Ages,1.67
Bangladesh,2019,Female,25-34 years,1.68
Jamaica,2019,Both sexes,15-24 years,1.68
Syria,2019,Female,75-84 years,1.68
Uganda,2019,Female,All Ages,1.68
Armenia,2019,Male,25-34 years,1.69
Latvia,2019,Female,15-19 years,1.69
Nigeria,2019,Female,35-44 years,1.69
Senegal,2019,Female,15-29  years,1.69
Greece,2019,Male,15-19 years,1.7
Italy,2019,Female,25-34 years,1.7
Papua New Guinea,2019,Female,15-24 years,1.7
Sao Tome and Principe,2019,Male,15-19 years,1.7
Slovakia,2019,Female,15-24 years,1.7
Bangladesh,2019,Female,30-49 years,1.71
Colombia,2019,Female,30-49 years,1.71
Côte d’Ivoire,2019,Female,15-19 years,1.71
Dominican Republic,2019,Female,15-19 years,1.71
Lebanon,2019,Female,55-64 years,1.71
Madagascar,2019,Female,15-19 years,1.71
Malaysia,2019,Female,25-34 years,1.71
Nicaragua,2019,Female,45-54 years,1.71
Zambia,2019,Female,15-24 years,1.71
Malawi,2019,Female,All Ages,1.71
Cape Verde,2019,Female,15-29  years,1.72
Niger,2019,Female,15-19 years,1.72
Saint Vincent and the Grenadines,2019,Both sexes,35-44 years,1.72
Sao Tome and Principe,2019,Both sexes,15-29  years,1.72
Lebanon,2019,Female,All Ages,1.72
Qatar,2019,Female,All Ages,1.72
Belize,2019,Female,All Ages,1.72
Azerbaijan,2019,Female,45-54 years,1.73
Greece,2019,Female,25-34 years,1.73
Ireland,2019,Female,75-84 years,1.73
Saint Vincent and the Grenadines,2019,Male,30-49 years,1.73
Seychelles,2019,Female,15-29  years,1.73
Cape Verde,2019,Female,15-24 years,1.74
Chad,2019,Female,15-24 years,1.74
Latvia,2019,Female,15-24 years,1.74
Peru,2019,Female,25-34 years,1.74
Turkey,2019,Female,65-74 years,1.74
Bahamas,2019,Both sexes,15-19 years,1.75
Bahamas,2019,Female,35-44 years,1.75
Bulgaria,2019,Female,15-19 years,1.75
Eritrea,2019,Female,15-24 years,1.75
Mexico,2019,Female,45-54 years,1.75
Philippines,2019,Both sexes,15-19 years,1.75
Saint Lucia,2019,Female,25-34 years,1.75
Colombia,2019,Female,All Ages,1.75
Armenia,2019,Female,65-74 years,1.76
Jamaica,2019,Female,65-74 years,1.76
Panama,2019,Female,55-64 years,1.76
Slovakia,2019,Female,15-29  years,1.77
Angola,2019,Female,25-34 years,1.78
Cyprus,2019,Both sexes,15-19 years,1.78
Gabon,2019,Female,25-34 years,1.78
Rwanda,2019,Female,15-19 years,1.78
Syria,2019,Both sexes,15-19 years,1.78
UAE,2019,Female,15-24 years,1.78
Chad,2019,Female,15-29  years,1.79
El Salvador,2019,Female,35-44 years,1.79
Georgia,2019,Female,15-19 years,1.79
Mauritania,2019,Both sexes,15-24 years,1.79
Tunisia,2019,Female,55-64 years,1.79
Saint Vincent and the Grenadines,2019,Male,25-34 years,1.8
Tunisia,2019,Female,45-54 years,1.8
Bahrain,2019,Female,15-19 years,1.81
Honduras,2019,Male,15-19 years,1.81
Jordan,2019,Both sexes,15-29  years,1.81
Liberia,2019,Female,15-24 years,1.81
Algeria,2019,Female,65-74 years,1.82
Papua New Guinea,2019,Female,15-29  years,1.82
Peru,2019,Female,65-74 years,1.82
Mauritania,2019,Male,15-19 years,1.83
Nigeria,2019,Both sexes,15-24 years,1.83
Algeria,2019,Female,All Ages,1.83
Brunei,2019,Female,30-49 years,1.84
Côte d’Ivoire,2019,Female,15-24 years,1.84
Guinea-Bissau,2019,Female,15-19 years,1.84
Panama,2019,Female,15-29  years,1.84
Dominican Republic,2019,Female,All Ages,1.84
Bangladesh,2019,Female,35-44 years,1.85
Italy,2019,Both sexes,15-19 years,1.85
Panama,2019,Female,75-84 years,1.85
Algeria,2019,Female,45-54 years,1.86
Bahamas,2019,Female,30-49 years,1.86
DRC,2019,Female,25-34 years,1.86
Oman,2019,Female,15-29  years,1.86
Saudi Arabia,2019,Both sexes,15-19 years,1.86
Zambia,2019,Female,15-29  years,1.86
Solomon Islands,2019,Female,All Ages,1.86
Bahamas,2019,Female,15-29  years,1.87
Mauritania,2019,Female,35-44 years,1.87
Nigeria,2019,Female,30-49 years,1.87
Portugal,2019,Both sexes,15-19 years,1.87
Romania,2019,Female,15-19 years,1.87
Seychelles,2019,Female,25-34 years,1.87
Spain,2019,Female,15-29  years,1.87
Djibouti,2019,Female,15-24 years,1.88
Malaysia,2019,Female,35-44 years,1.88
Qatar,2019,Female,15-24 years,1.88
Albania,2019,Female,45-54 years,1.89
Albania,2019,Female,65-74 years,1.89
Cuba,2019,Female,15-19 years,1.89
Honduras,2019,Both sexes,25-34 years,1.89
Israel,2019,Female,15-29  years,1.89
Slovakia,2019,Female,25-34 years,1.89
Iraq,2019,Female,15-19 years,1.9
Mauritania,2019,Female,30-49 years,1.9
Uganda,2019,Female,30-49 years,1.9
Cyprus,2019,Female,45-54 years,1.91
Dominican Republic,2019,Female,35-44 years,1.91
UK,2019,Female,15-19 years,1.91
Nicaragua,2019,Female,All Ages,1.91
Greece,2019,Female,All Ages,1.91
Honduras,2019,Female,45-54 years,1.92
Honduras,2019,Female,55-64 years,1.92
Saudi Arabia,2019,Female,15-29  years,1.92
Saudi Arabia,2019,Female,75-84 years,1.92
Tunisia,2019,Female,All Ages,1.92
Belize,2019,Female,30-49 years,1.93
Cape Verde,2019,Female,15-19 years,1.93
Liberia,2019,Female,15-29  years,1.93
Mali,2019,Female,15-19 years,1.93
Nigeria,2019,Female,All Ages,1.93
Cuba,2019,Female,15-24 years,1.94
Belize,2019,Female,15-19 years,1.95
Brunei,2019,Female,25-34 years,1.95
Eritrea,2019,Female,15-29  years,1.95
Ethiopia,2019,Female,25-34 years,1.95
Madagascar,2019,Female,15-24 years,1.95
Papua New Guinea,2019,Female,25-34 years,1.95
Saudi Arabia,2019,Female,All Ages,1.95
Tanzania,2019,Female,All Ages,1.95
Iraq,2019,Female,All Ages,1.95
Syria,2019,Both sexes,All Ages,1.95
France,2019,Female,15-24 years,1.96
Uganda,2019,Female,35-44 years,1.96
Niger,2019,Female,15-24 years,1.97
Sao Tome and Principe,2019,Female,45-54 years,1.97
Spain,2019,Both sexes,15-19 years,1.97
Bhutan,2019,Female,25-34 years,1.98
Georgia,2019,Female,15-29  years,1.98
Indonesia,2019,Both sexes,15-19 years,1.98
Philippines,2019,Both sexes,15-24 years,1.98
Philippines,2019,Male,15-19 years,1.98
Nicaragua,2019,Female,30-49 years,1.99
Denmark,2019,Both sexes,30-49 years,10
